229.0,0.09547972697924664,2394,Manhattan,Sutton Place/Turtle Bay North,Yellow Zone
230.0,0.10106390296124891,6622,Manhattan,Times Sq/Theatre District,Yellow Zone
231.0,0.11552726229502722,3186,Manhattan,TriBeCa/Civic Center,Yellow Zone
232.0,0.09049054705258733,618,Manhattan,Two Bridges/Seward Park,Yellow Zone
233.0,0.11010901770041107,1680,Manhattan,UN/Turtle Bay South,Yellow Zone
234.0,0.10697632020242474,3820,Manhattan,Union Sq,Yellow Zone
235.0,0.00275027502750275,24,Bronx,University Heights/Morris Heights,Boro Zone
236.0,0.10432189224318751,2930,Manhattan,Upper East Side North,Yellow Zone
237.0,0.10341862473880953,2838,Manhattan,Upper East Side South,Yellow Zone
238.0,0.10527694095104212,2314,Manhattan,Upper West Side North,Yellow Zone
239.0,0.11044124088587805,2360,Manhattan,Upper West Side South,Yellow Zone
241.0,0.03269717722351965,54,Bronx,Van Cortlandt Village,Boro Zone
242.0,0.05092377020749416,22,Bronx,Van Nest/Morris Park,Boro Zone
243.0,0.09702608822087916,326,Manhattan,Washington Heights North,Boro Zone
244.0,0.08708741134955335,858,Manhattan,Washington Heights South,Boro Zone
246.0,0.10174101734416649,1734,Manhattan,West Chelsea/Hudson Yards,Yellow Zone
247.0,0.012654317695569819,52,Bronx,West Concourse,Boro Zone
248.0,0.01515151515151515,22,Bronx,West Farms/Bronx River,Boro Zone
249.0,0.10793322012811564,3590,Manhattan,West Village,Yellow Zone
250.0,0.056405772034327915,14,Bronx,Westchester Village/Unionport,Boro Zone
252.0,0.07562069864682215,42,Queens,Whitestone,Boro Zone
254.0,0.05444484663632426,14,Bronx,Williamsbridge/Olinville,Boro Zone
255.0,0.09750180873760787,714,Brooklyn,Williamsburg (North Side),Boro Zone
256.0,0.08908245423028519,692,Brooklyn,Williamsburg (South Side),Boro Zone
257.0,0.0795242305116093,98,Brooklyn,Windsor Terrace,Boro Zone
258.0,0.06426537563774788,54,Queens,Woodhaven,Boro Zone
259.0,0.01754142536861093,38,Bronx,Woodlawn/Wakefield,Boro Zone
260.0,0.04424169461228969,452,Queens,Woodside,Boro Zone
261.0,0.10552564758533547,806,Manhattan,World Trade Center,Yellow Zone
262.0,0.1046055573455911,1414,Manhattan,Yorkville East,Yellow Zone
263.0,0.10232460478504363,2444,Manhattan,Yorkville West,Yellow Zone
265.0,0.1020435598205546,146,Unknown,"",N/A
